school,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,fatherd,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2
0.019478447357441777,0.03490990851873536,-0.005167145174180144,0.011650575397997017,-0.0006997229456723504,-0.0447605650096489,-0.004424253784596056,-0.0808983182764785,0.007340507780837315,-0.00874021210502744,-0.014257264555045323,0.007106909227912961,0.005594271585666948,0.005991239091874993,-0.002957287930106326,-0.0387822008994234,0.0013272255679968633,-0.02680731838504317,-0.016310981816158813,0.0014895406921308038,-0.0025630918608390302,-0.01958882091566385,0.04091173793851676,0.035090517180642926,0.016245334133912256,0.04038051539698626,-0.17500157726481677,0.04754064877159912,-0.02650151976251807,-0.009743326764561498,0.11127676145703644
-0.012237056174588064,-0.023452079435553257,-0.00536996198754609,0.011532486425366344,0.009967359607152894,-0.01680946637410252,0.001764100139897392,-0.04483516121358092,-0.0006282872731579987,0.012607397457080302,0.0027537482665617855,0.009230574409021123,0.006278885492886809,0.006859261902609816,-0.0032941939333067972,0.027129639714140185,0.0014713191398697096,0.027330965293429342,0.004802449658558298,0.0015903177054748137,-0.0023749350687538957,-0.021672443940539212,0.08737458720642033,0.00581771528127917,-0.00539765110727872,-0.04168907915827385,0.03967071280195692,-0.014034949195467744,-0.004699953036849378,0.00609212454114194,-0.009848138755548422
0.020111088604051197,0.03551711330251233,-0.005407988674092637,0.011038481017327512,-0.000560532489477487,-0.04527055720253525,-0.009950364514583155,-0.07870630696192507,0.007332884170603955,-0.020438311152143486,0.0025692748845108377,-0.0037779870880339933,0.005296710988292328,0.005789532352221423,-0.002966724779839985,-0.036976114630525615,0.0013331897671196027,-0.02595205685767657,-0.016272621404240798,0.0013439423374566404,-0.0024477819185751678,-0.018570122165124332,-0.002466616741611493,0.0056183707218542345,0.041819603100594946,0.03877710346592742,0.03065523823065273,0.06797984944921065,0.044052220323284035,-0.021962616330464996,0.10484916378902993
0.021390488033937557,-0.021637938914337934,0.01148772659086922,-0.030394153223003765,0.010183645600630141,-0.04880537449969991,0.001269331064114251,0.07899070494549514,-0.0004096994206603709,-0.005324907890724432,0.002849748592089536,0.009978310771553485,0.006331715834416389,0.006888747487602821,-0.0032243168644612036,0.02673201470286078,0.00143715739865341,0.027255506353709283,0.0047499773924677535,0.0016831223699886693,0.007595953105397149,-0.02181303579469772,-0.04676754668195377,0.005803750654552652,-0.026468478328346937,0.04599684596050233,-0.0893405018440033,0.05110983007909552,-0.015049306717675471,0.006005476634431895,-0.008174130844871029
-0.011895846655130118,-0.05320667936931522,0.011805489471743603,0.011627961193070507,-0.0011727012956855014,0.048098802861850164,0.0021618520441369746,-0.003953081986108662,-0.0006372397398617586,-0.016835721752557747,0.0026188544628834966,0.00913661326927986,0.005997294412376628,0.006517403885773396,0.028492047642804382,0.026815155179801646,0.0014207966732172046,0.02709790176257756,-0.0185218825917478,0.0015167278886216097,-0.0023161419031584524,0.037327202104962494,0.04203237773691376,0.005307769102248567,0.018927368284696162,-0.04190589103884326,-0.21439842749587817,-0.047350177612066016,-0.0020327851789482473,0.013265191509940825,-0.01128027592978112
0.019947842057819295,-0.021764265135016798,0.011489731814682195,0.011891182653507078,-0.0008018165171389649,-0.04730025126596573,-0.0003696747564517647,-0.0844747662844782,0.006584620987095879,0.018256563560180447,0.0029441143468453283,-0.004675938517656388,0.06106511839808181,0.0063789756378205284,-0.0030097182784505246,-0.04064160260279911,0.0013565876121354415,-0.02764880187982497,0.004218994584532465,0.00160819999463328,-0.0025808941332863553,0.03579727121055591,-0.002622729704128365,0.0391958315657749,-0.02389142212137533,0.04142269997246208,0.1444201116629299,-0.013375673561685727,-0.03636456064861203,-0.029491039470036118,0.054334457238233005
-0.011616322137807913,-0.021363584716265562,-0.005496918466407362,0.011196312754869474,-0.0006778361829066681,-0.047726542167367006,0.0022876868469271865,0.03630505504704747,0.003252674021089129,-0.007533829271226727,-0.013470584501666848,0.006910323898265271,0.005716805207156683,0.0060480475817848165,-0.0030038598123265097,-0.03946678444920217,0.001420064899093064,0.02624540250662818,0.004361494594752721,0.0013601585300182261,-0.002549620773962047,0.034110062035480705,-0.0023669462977711324,0.03335247246471579,-0.004930518287781578,0.04073998318166642,0.13463643080327664,0.014849076569275676,0.03474530376032639,-0.016430507890775107,0.08958329668515802
-0.0104092049816787,0.03332263423060673,-0.004279640754136847,0.01162212908953326,-0.0013810864762187518,0.014752112435891696,-0.006380607985895225,-0.04587473295882853,-0.00024307828716307284,-0.012729837558805072,0.0026748797614487914,0.009246908054827776,0.006493387421086205,-0.08294464398602965,-0.003121981255373858,0.025773152197180082,0.001284638562926086,-0.026522719486608455,0.004445944656600024,-0.014580084995251095,-0.002240443609575539,0.03731938460637161,-0.047096373846878446,-0.024895039406232566,0.031318922939915415,0.04511995986388828,-0.09261502011957402,-0.054830369034119246,-0.03487446532700856,0.004825291701851051,-0.02276588928177517
-0.01048280082844959,0.03384465411357516,-0.00438732727963187,-0.03118701472238037,-0.001355120847064904,-0.01508211226489702,0.004110928683512418,-0.04487103406436322,-0.00043123174919634344,-0.0058584124321747364,-0.015257359583823163,0.009608483270317632,0.0064666906833754706,0.006883736598390638,-0.0031612012818136638,0.02626294994745724,0.0012929191959693076,0.026163486036008723,0.004437444547622456,0.0019332450302545138,-0.002326359754955097,-0.02179270022281693,0.042263888809191255,0.03704573663947603,0.0128452039774807,-0.042377108276262045,-0.22524565358791002,-0.017495145694138594,-0.012788106967295812,0.004726393864850743,-0.018553104945306015
-0.011863097132506857,0.00848986155244434,-0.005072086612114031,0.011751952988336362,-0.0013322643178482565,0.04983691397536647,-0.00024421753110638475,-0.003579951985497905,0.000986571378558582,0.01342850633758764,-0.014252145741254555,0.0097088288965957,0.006528200401938369,0.006880181124692824,-0.003270529876333463,0.02740729018542312,0.0014492585160899485,0.027301931897584453,0.004776497303420044,0.0016861497025596878,0.00736959384817124,-0.021783975081212565,-0.002711263885275267,0.005982788300281015,0.018500690629316106,0.04647241487979921,0.0410841722952775,-0.04757492329774563,-0.012840286238785291,0.006970550797503666,-0.024280887759302205
0.02013036053915957,0.008061788259794866,-0.005377559890481671,0.010974382015126165,-0.0005711401264547608,-0.044724577214238566,0.001855872185423398,-0.07939513414136261,-0.001170955320385847,0.01838545381645118,-0.012859113040556439,-0.003578770348712531,0.10024071570676954,0.005961248222482045,-0.0028905929156539034,-0.03814662445880302,0.0013677364277163344,0.02535555907276773,0.0040647579601880155,0.001319434920767493,-0.002508273577626409,0.03288878580457196,-0.002514496946070755,0.034473288438657095,-0.004646627600768426,-0.10989012910787276,0.13017084910200621,-0.035662947787922464,0.04445644136442384,-0.022723939981344126,0.10963677125633568
-0.012195951827765332,-0.022148373509433567,-0.005496223840813624,0.011294031586928438,-0.0011813721112168703,0.08093739970707653,0.0004131104272986096,-0.00421599660249747,-0.001066029321598535,-0.006242141784623103,0.002415223254715405,0.00868630097133678,-0.049499466199602646,0.006521342885335057,-0.0033296196526083296,-0.043792160511482145,0.0014256179001229656,0.02696742698728455,-0.018601048302457387,0.0014887569027988118,-0.002313437976089141,-0.021203405037680267,-0.0030780517642127626,0.004867942589910649,-0.03053703689120404,-0.04188790110374815,-0.21401335056397483,-0.04447381962365442,0.016949251262577465,0.0022195509655898874,0.00822154964728733
-0.0123374439311497,-0.022961184207661866,-0.005563928315581082,0.011322718344390302,-0.0011114040201639483,-0.01647413806971455,0.0014740076931715888,0.0772289662455239,-0.0005318217313707838,-0.013596170274445644,0.002615505662531255,-0.0059795489150754975,0.0593867542519631,0.00650188201207091,-0.0032722407971112095,-0.0427836186818097,0.001479643405847583,-0.027948103610707965,0.004727765178816533,0.0014518823770131983,-0.002387220458661932,0.036714744783653705,-0.04634853665873125,0.005252201633962057,-0.005583094037021474,0.04503758177161341,-0.08459227557741485,0.04630534216031108,0.006337013781803278,0.00883865165306501,0.008707667663158808
-0.01233012889947255,-0.056903310728133816,-0.005464056767567981,0.011246358982835028,-0.0013400942656250764,0.016273660088463978,0.00026592286959281906,-0.003876557558219049,-0.0006556653525994532,-0.0048762603054742755,0.002704111294830017,0.009003132415533537,0.06335039935477454,0.0066411023785425,0.028706376245622858,-0.044223621507215385,0.0014503301720959101,0.026987928321022935,-0.019067046002280687,0.0015662304214473246,-0.002281561721688044,-0.021703160468072552,-0.04638637553366311,0.005561735299075961,-0.029467161050387075,0.04539334636939535,0.04024919954025734,-0.04396292617784727,-0.01351286371231583,0.0037096364185969636,-0.04375482356517787
0.02198549850076045,-0.055875968943624496,0.012268085895285882,-0.030419444861891326,-0.0011109419200677415,0.016706254052344695,0.0010455154782719718,-0.003834845045658964,-0.0007301597303020883,-0.0067506353115829205,-0.014136361214810005,0.008558646052362126,0.061399884080747785,0.0065380646631987525,0.028356194790946917,0.026650203599701,0.0014597267471576183,0.027387740981764646,0.004640875339045966,0.0014982410746875396,0.007782534494568399,-0.021521879195548304,-0.002813558306170221,-0.02309222567166861,-0.005254109151221263,-0.041190339994529604,0.03827865934785374,-0.045326395630439546,-0.001993730286164548,0.0064381193050229105,-0.0087043943278361
-0.012197954867188623,-0.022648546405696943,-0.005709571124275423,0.011372579210880064,-0.0009841176132422786,-0.0481377210549281,-0.007230662915535823,0.036013579692730155,-0.0008022900445239103,-0.015417618123305213,-0.014175765229058557,0.008716363535188723,0.005693452693906761,0.0063547388739022765,-0.0032329765834982808,0.02562999916888506,0.001470654746336978,-0.027766962782791862,0.004597162002527462,0.0013691950534262065,-0.002446517123141902,-0.020735866977766953,-0.002836545184233824,0.031135960977375397,0.01964378935210416,-0.04061823014914841,-0.1987549872772037,0.07654433441149354,0.010374884834180838,0.011927129652449079,0.029555191473439463
-0.012334358266730345,0.039587447649044934,-0.005685389357100045,0.011361334167169616,-0.0011894806495703807,-0.048649117739056814,-0.002792392466133566,-0.08221930909470297,-0.0012656951894491786,0.011996076878277088,0.002615598178461181,0.007949592245241648,0.00587573458553146,0.006572612815099952,-0.0033186788835191405,0.026366996268880238,0.0014249685257891425,0.02687521656846513,0.004644872160981113,0.001491363403278618,-0.002325340793911003,-0.021073922850455586,-0.0030571594903157813,-0.02357280911847894,0.019053573259486572,-0.12392057525003673,-0.08691677818047622,-0.04253455231349344,0.016273858829562664,0.007052853043721255,-0.01354549687142359
0.02055603967476712,0.008167711655972656,0.01048625280378642,-0.02858332204752381,0.012053758647730044,-0.015493106482198194,-0.003190782953422524,-0.0034533263154596532,-0.0004854287836830763,0.008284717936362858,0.018785979839837177,-0.006948234139023171,0.0643291882987906,0.0068140784026075206,-0.003163660920173036,0.02668267713689338,-0.020178301996984744,0.025813795378793802,0.004771049725822089,-0.013173810051087222,0.006612109700930904,-0.021364883788562397,-0.0025834154504959213,0.032148106037816586,-0.00479028924832979,-0.042227705465998626,0.04171879400498906,0.0173997657903015,-0.006114988283477691,-0.004467642983514588,-0.06281207720518853
-0.01114097168263705,-0.05103716317297681,0.011153605011047743,-0.03139943042296071,-0.0009190012232336185,-0.016133751995149177,0.0013662283411921658,-0.004005890704421649,-0.0007592789908016223,-0.021149905240936427,-0.01466625878481981,-0.005644526870069387,0.11720283219214914,0.006431637591675265,-0.0030799787153763074,0.025540510463238755,0.001393148976349479,0.026859653565814098,-0.017260163247691918,0.0015558377660464437,-0.0025564521021228252,-0.021207802778104384,-0.002988622411727276,-0.024342938877769563,-0.025274718071557595,-0.04013850585536857,-0.07975522862619888,0.01783009711418856,-0.042005603979394755,-0.005832575669703427,0.048922700950271764
-0.012153939807511007,-0.05624983425387298,-0.005653695898275048,0.01163691916122424,-0.0009132579457456747,-0.05003705893283211,-0.006143886577990928,-0.08676997582255315,-0.004572824283314841,-0.017623609009160792,0.0028728739813958545,0.00768953524029011,0.005914287140090049,0.006497252197268894,-0.00318644432344966,0.025548370847052065,0.0014587464440560121,0.027062601434290054,0.004621852092028993,0.0014806102821163518,-0.002590297984563565,-0.02112473939575409,0.04245869540776136,0.006022386502671105,-0.005248609452319859,0.043109316850660405,0.03573534304107045,0.046689926023605825,-0.005550387274116683,-0.0012866927557181828,0.040922421531296105
