school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,fatherd,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2
-0.015418041775537548,-0.002470941424426355,0.09828246203063787,-0.002354520858459894,0.0046090509693405245,-0.0012289527987428392,-0.006547454808914371,0.0074310325874601965,0.0743896392249865,-0.12602667569908088,0.026479682061262274,-0.025563607500650815,-0.0013737946083033957,0.008472420754398876,0.009644035657220853,0.00432104898807473,-0.012508158513581651,0.001102727140683646,-0.01108005874798831,-0.011115667840298812,0.002586227146680332,0.004858449297258214,0.005670069807508031,0.011086029855932255,0.03272092111904587,-0.020932662205888863,0.019626252137453802,-0.036848757313875165,0.043168636971859055,0.17270669261076604,1.5808133178968096,3.700093197796603
0.009754459560457788,0.00294342690502184,-0.06402670820559625,-0.003447911016094981,0.0035044251238067923,0.014198270618436901,-0.0022677823076260335,-0.017586751903476097,0.06081650174390043,0.015331150349314327,-0.03652857021106572,0.005295284066532016,-0.005398610514742839,0.004443653562532313,0.008417087402694243,0.003429186780338655,0.008211575609228298,0.0016393921026633135,0.01161734498906428,0.002141341067825264,0.002044091885343585,0.004765635004556947,0.008746122144933439,0.014608176411698398,0.00911129724489369,0.007884400558738913,-0.016484645542659708,0.006088534316330592,-0.013904729765032302,0.05219658378905123,-0.08575358095830862,-0.3063837749809397
-0.015781539896804656,0.002228493704456461,0.09350565152948903,-0.004283590709365608,0.004197039473887277,0.0,-0.006356583867903524,0.007143943144736446,0.07208455017113022,-0.12351464464053769,0.032194408310150205,0.004919266797420791,0.004390230309105288,0.006774781524705605,0.009959346052412945,0.004982254716554404,-0.01209279759895408,0.002468967207280255,-0.013063728732620608,-0.012165384172210433,0.0013590976726346841,0.004268185653043932,0.007246792239532884,0.0035201045287402734,0.01587633372082653,-0.08197750443132558,0.020281187490295664,0.018562433387228537,0.04886930709555058,0.01934344650672676,1.7432936876055047,3.5970784277756134
-0.017844610440423448,-0.003454528463296866,-0.06472573005466037,0.007958263715874655,-0.008711467743563406,0.014587936345840165,-0.013055780095298994,0.017862148639904832,-0.10437695811922146,0.015001025367386157,0.01878651206119198,0.005125795224014486,-0.00519868868118146,0.004071061503890647,0.00840065561735719,0.0034361353848366837,0.007583583217786369,0.0015368206545026942,0.01144709123334678,0.002145536709341069,0.0020990420623033627,-0.013622821611146816,0.008726977453945432,-0.015379824376198652,0.008671629026277697,0.032787064809138795,0.020518178685343533,-0.012562504195261866,0.057948491365804475,0.08229576862723603,-0.4126679213982118,-0.3075472113673172
0.009496189979037393,0.00266646307585161,-0.15397912384643211,0.007905763298024945,0.0033932001635165222,-0.0015576801394611894,0.004836946213395767,-0.016454798020126494,0.00856794190727721,0.015426377864744356,0.04183562882622592,0.005324587077918427,-0.005317106154040548,0.00448497476910003,0.008143223075843222,-0.03081129949528227,0.007897345326527068,0.0015558607207349672,0.011440571652320236,-0.008511115669160166,0.0022565428731272028,0.004753258178048255,-0.014935421761674493,0.010551158442865964,0.009537491062212713,-0.024012128760639843,-0.014690701717317277,-0.029697688818108334,-0.05440512495612224,0.04950752646423375,0.5592822618504952,-0.30080227448519736
-0.015532071735286765,0.0013489717895126833,-0.0582715296359619,0.006327034335216179,0.003827996949488637,-0.001303956338282258,-0.005933172741870561,0.009418393120337598,0.08341973438270071,-0.12708549346565176,-0.041095968765913614,0.005342438157002528,0.0037589939858574165,0.027018623465870348,0.00953749206701023,0.003737725180173003,-0.010613453024676683,0.0015323764161526033,-0.012122101147241035,0.0028889873493080213,0.0024520213125424216,0.005004456566822234,-0.014006618669218483,0.004998453705018732,0.03332404292937231,0.037640097182694746,0.019666150985704296,0.015559469208110613,-0.0016359809917096775,0.11950894323174019,1.3955211273091894,2.75020583826419
0.007345958517931576,0.0018303760626765106,-0.05557561768845658,-0.0018509963285018344,0.004167234994677888,-0.0006697751221155332,-0.005302568424488476,0.0033039287791910227,-0.03766537123635096,-0.04737342133620534,0.02452869487936134,-0.025454034088899825,-0.0018889804855595311,0.007901569211867548,0.009275868330683763,0.004323809539046775,-0.013065171043387941,0.002287102863371242,0.0120850620617468,0.0018173519277317066,0.0024911584696140853,0.004838928614227807,-0.01373246472443809,0.004802520144901877,0.033641376190639574,0.01712117756736238,0.01875926398187545,0.02194026053303383,0.03389358623079141,0.017675571554861408,1.6318602311359554,3.2624577417501968
0.010429452219842414,0.002359482508383192,0.10157033065400414,-0.005081200099968777,0.003214478447327431,-0.0013052912159948564,0.0034246489323367366,-0.013315947336320574,0.05459011809487919,0.01378652007686602,0.04698529995850203,0.005053744755111883,-0.006803370759924321,0.0028280395366522184,-0.10612019710439163,0.0030979607282104926,0.0060982617385891775,0.0013503955274784707,-0.011141906533149358,0.001370755142266011,-0.016560019408448937,0.004023709113266452,-0.01546683607515408,-0.017707974668841154,-0.030780632531469367,-0.04309770462977657,0.018304247396570942,-0.009198641568023603,-0.04564362223264137,0.015824747618894,-0.3973316035420407,-1.5610177262696512
0.010106433323407497,-0.0026213944086294293,0.10359599446186782,-0.00420577668568025,-0.006823346820894601,-0.0012789246243829773,-0.004635440482342503,0.008208367587263548,0.056293344500324104,0.08101688839936781,0.020747308204404895,-0.02560381639023299,-0.005543962095476797,0.004005109668572763,0.007728238877575978,0.0032957674550529573,0.005912756691986006,0.001335288688671,0.011097916305582333,0.0016638186020094196,0.002040094499892823,0.003555486427217335,0.008589511196119665,0.013883639639146246,0.043753665211996376,-0.018768909679955315,-0.017908433406985096,-0.022189932661577573,-0.011059937676664888,-0.002663759129243119,-0.39948110602928893,-0.9407898947706825
0.010106523731562308,0.0028472840532346487,0.021099909017015042,-0.003685666251329883,0.003028126978482912,-0.001645053308811702,0.006874788290770503,-0.016334916267843495,0.006763992497084105,-0.05418397926683792,-0.03611070587215888,-0.027587993166484418,-0.005880766009214843,0.004043248457645688,0.008328680684185569,0.003224950427670981,0.007828669457794469,0.001505078619129272,0.011194238668823272,0.0019254285940957614,0.0020880109875087123,-0.014325012943644766,0.008949483451132447,-0.0004888872411362722,0.008645135406784285,-0.021534669237311486,0.01863593537999741,0.0044643514157490585,-0.05763931818633548,0.07369403574370342,-0.09054848414144737,-0.975385998642936
-0.015287843156546712,0.0023591992595053974,0.027036356751914892,-0.0018757412658221735,0.00466870763778653,-0.0015215869342765735,-0.005550841966561014,0.004700715912199946,0.07233240110658189,0.01834058294351831,-0.03663749079408794,-0.022601858506076062,0.0024801236493606203,0.031417039744755175,0.009270735439324466,0.004279104473259124,-0.012287598309612936,0.0,0.011102832086688955,0.0030550721710448786,0.002666164590462127,0.003739626778263304,-0.013986771803766717,0.005693257499791316,0.034729034877590576,0.017225058285536207,-0.050153618731578906,0.02182445093912532,-0.04800514857830941,0.023946762337847937,1.778671880590278,3.6325943365971085
0.009463553992890875,-0.0037980153510024693,-0.06165744644857195,-0.003357231243212388,0.0036499333925873946,-0.001776964341832466,0.0015970833989819389,-0.0010354068949560888,0.00854062877924465,0.015458053376005577,0.01940960694415042,0.0055582009200432275,-0.004657821071436883,-0.02834178972099299,0.008220141288661234,0.0034211893535723917,-0.013567939213249974,0.001484591726431953,0.011067885435471592,-0.00857934007885323,0.0020547040700408465,0.004796345463262685,0.008541166632936175,0.0006952112389006917,0.009497316391515957,0.037559890796522485,-0.014616738362116403,-0.034623920229649996,-0.057517126221331566,-0.025862253219914103,-0.08166721215466231,0.35353791566467235
0.009450392447093435,-0.003981421880325577,-0.0621881772740818,-0.0031981798815447038,0.003603247449287807,-0.00171139327339147,-0.0014790298623743666,-0.0008244312074802298,-0.10580412433334486,0.01542006012428409,0.03745321258232887,0.005419573684252548,0.003608359286889078,0.03391151446697506,0.008588898610232652,0.0037959624902330273,-0.014210398048371656,0.0017005015329040218,-0.011455367839520766,0.00219626033690559,0.0021189130711019677,0.004931870538597027,-0.014335860647780646,-0.013016361706590002,0.009773560527499326,0.009911851571432156,0.01895467999473379,-0.01337249535176651,0.062127578484277406,-0.011956376276157194,0.2441123846861758,0.35682843280072324
0.009708481907946521,-0.0042412016000290525,-0.1492565448408455,-0.0040659521847193625,0.002829631399535738,-0.0016677151048679877,0.0023699715111515393,0.008372675058584406,0.0054157780276402325,0.01414829088940212,0.015890484054896136,0.0053244661728929785,-0.005950000447741944,0.033970505475970775,0.007545355098171293,-0.028335692856100228,-0.012652742496110756,0.0017747337080169854,0.011291999803368242,-0.007565383750383633,0.0016428750852499976,0.004640324130933457,0.008665822655363052,-0.01356661404545235,0.007433856599952383,0.03330432858490999,0.0177136250701846,0.003124101313212192,-0.05915510973263145,0.02315404900033392,-0.4175445915068903,-1.6327851712725243
